asset_number,asset_name,category_name,location_name,serial_number,quantity,acquisition_cost,accumulated_depreciation,net_book_value,useful_life_months,remaining_life_months,residual_value,acquisition_date,depreciation_start_date,assumption_note
Dotmac/OE/Kb041,keyboard,ICT Equipment,Head Office.,BGAACODLAG90KO,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb042,keyboard,ICT Equipment,Head Office.,BGAACOALADOO65,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb043,keyboard,ICT Equipment,Head Office.,BGAACOALADOOA1,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb044,keyboard,ICT Equipment,Head Office.,BGAACOALADOO8R,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb045,keyboard,ICT Equipment,Head Office.,BGAACOALAD10AY,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb046,keyboard,ICT Equipment,Head Office.,963005B,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb047,keyboard,ICT Equipment,Head Office.,BGMCHOATJB03SX,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb048,keyboard,ICT Equipment,Head Office.,BKTATOBUUGSOO1,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb049,keyboard,ICT Equipment,Head Office.,BGAACOALAD009Y,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb050,keyboard,ICT Equipment,Head Office.,BGAACOALADOO5B,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb051,keyboard,ICT Equipment,Head Office.,BGAACOALAD0080,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb052,keyboard,ICT Equipment,Head Office.,BKTATOBUUGSOME,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb053,keyboard,ICT Equipment,Head Office.,BGAACOALADOO5Z,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb054,keyboard,ICT Equipment,Head Office.,BGAACOLADOOA6,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb055,keyboard,ICT Equipment,Head Office.,BGAACODLAG90KT,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb056,keyboard,ICT Equipment,Head Office.,BGAACOALADOOCN,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb057,keyboard,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb058,keyboard,ICT Equipment,Head Office.,BDMCHOBTJBG7TC,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb059,keyboard,ICT Equipment,Head Office.,BGMCHOATJB62K9,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb060,keyboard,ICT Equipment,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb061,keyboard,ICT Equipment,Gwarimpa BTS,BGAACODLAG90MV,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb062,keyboard,ICT Equipment,Gwarimpa BTS,BGAACOALADOO9X,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb063,keyboard,ICT Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb064,keyboard,ICT Equipment,Gudu BTS,TPC-P001K,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Kb065,keyboard,ICT Equipment,Gudu BTS,CT;BGCAF0A9HDU03B,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms001,Mouse,ICT Equipment,Head Office.,FGAADOA9WCWE54,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms002,Mouse,ICT Equipment,Head Office.,FGAADOA9WCWEJU,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms003,Mouse,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms004,Mouse,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms005,Mouse,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms006,Mouse,ICT Equipment,Head Office.,FKTFROAUUGS6M,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms007,Mouse,ICT Equipment,Head Office.,FGAADOA9WCWF1C,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms008,Mouse,ICT Equipment,Head Office.,FGMCPOAHDC71UD,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms009,Mouse,ICT Equipment,Head Office.,FKTFROAUUGSOMF,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms010,Mouse,ICT Equipment,Head Office.,FKTFROAUUGSON3,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms011,Mouse,ICT Equipment,Head Office.,8SSM60L24506AVLC16HOT17,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms012,Mouse,ICT Equipment,Head Office.,FKTFROAUUGSONX,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms013,Mouse,ICT Equipment,Head Office.,FGAADOA9WCWD2D,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms014,Mouse,ICT Equipment,Head Office.,8SSM60L24506AVLC15K0901,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms015,Mouse,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms016,Mouse,ICT Equipment,Head Office.,8SSM60L24506AVLC16KD4VM,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms017,Mouse,ICT Equipment,Head Office.,FGAADOA9WCWE8F,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms018,Mouse,ICT Equipment,Head Office.,FKTFROAUUGSONB,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms019,Mouse,ICT Equipment,Head Office.,FGAADOA9WCWE8E,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms020,Mouse,ICT Equipment,Head Office.,FGAADOA9WCWE6W,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms021,Mouse,ICT Equipment,Head Office.,FKTFROAUUGS006,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms022,Mouse,ICT Equipment,Head Office.,8SSM60L24506AVLC963011V,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms023,Mouse,ICT Equipment,Head Office.,8SSM60L24506AVLC9630133,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms024,Mouse,ICT Equipment,Head Office.,FGAADOAHDG5822,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms025,Mouse,ICT Equipment,Head Office.,8SSM60L24506AVLC16KO8YY,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms026,Mouse,ICT Equipment,Head Office.,FKTFROAUUGSOME,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms027,Mouse,ICT Equipment,Head Office.,FCMHHOCJPBX3FK,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms028,Mouse,ICT Equipment,Head Office.,FKTFROAUUGSOPI,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms029,Mouse,ICT Equipment,Head Office.,FGMCPOAHOB2EAI,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms030,Mouse,ICT Equipment,Head Office.,FKTFROAUUGS001,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms031,Mouse,ICT Equipment,Head Office.,FGAADOAHDG6681,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms032,Mouse,ICT Equipment,Head Office.,8SSM60L24606AVLCIABOBPC,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms033,Mouse,ICT Equipment,Head Office.,FKTFROAUUGSOOC,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms034,Mouse,ICT Equipment,Head Office.,FGAADOAHDG8579,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms035,Mouse,ICT Equipment,Head Office.,FGAADOAHDG8544,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms036,Mouse,ICT Equipment,Head Office.,FKTFROAUUGSOPF,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms037,Mouse,ICT Equipment,Head Office.,FKTFROAUUGSOM9,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms038,Mouse,ICT Equipment,Head Office.,FKTFROAUUGSOOT,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms039,Mouse,ICT Equipment,Head Office.,FGAADOAHDG659B,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms040,Mouse,ICT Equipment,Head Office.,FGAADOA9WCW,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms041,Mouse,ICT Equipment,Head Office.,FGAADOAHDG8595,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms042,Mouse,ICT Equipment,Head Office.,FCMHHDCJPBX3LL,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms043,Mouse,ICT Equipment,Head Office.,8SSM60L24606AVLC16PO3E6,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms044,Mouse,ICT Equipment,Head Office.,FKTFROAUUGSOPE,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms045,Mouse,ICT Equipment,Head Office.,FGAADOA9WCWIN,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms046,Mouse,ICT Equipment,Head Office.,TKTFROAUUGS00G,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms047,Mouse,ICT Equipment,Head Office.,FGAADOA9WCWE3A,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms048,Mouse,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms049,Mouse,ICT Equipment,Head Office.,FGAADOAHDG,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms050,Mouse,ICT Equipment,Head Office.,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms051,Mouse,ICT Equipment,Jabi BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms052,Mouse,ICT Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms053,Mouse,ICT Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
Dotmac/OE/Ms054,Mouse,ICT Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0003,Mouse,ICT Equipment,Gudu BTS,,1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0004,Luminous Inverter,Power Equipment,Head Office.,18JD4381001164,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0005,Luminous Inverter,Power Equipment,Head Office.,241971B1015027,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0006,Gpower Inverter,Power Equipment,Head Office.,403JGTn01D01,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0007,Charge Contoller,Other Fixed Asset,Head Office.,"202210290022,",1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0008,Charge Contoller,Other Fixed Asset,Head Office.,"202207130007,",1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0009,Charge Contoller,Other Fixed Asset,Head Office.,"202210290007,",1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0010,Charge Contoller,Other Fixed Asset,Head Office.,"202210290008,",1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0011,Charge Contoller,Other Fixed Asset,Head Office.,"202210290006,",1,0.00,0.00,0.00,60,60,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0012,Inverter Battery,Power Equipment,Head Office.,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0013,Solar Panels,Power Equipment,Head Office.,,40,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0014,Inverter,Power Equipment,Jabi BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0015,Charge Controller,Power Equipment,Jabi BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0016,Inverter Battery,Power Equipment,Jabi BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0017,Solar Panels,Power Equipment,Jabi BTS,,8,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0018,Inverter,Power Equipment,Gwarimpa BTS,91072128817,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0019,Charge Controller,Power Equipment,Gwarimpa BTS,220312000001,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0020,Inverter Battery,Power Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0021,Solar Panels,Power Equipment,Gwarimpa BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0022,Inverter,Power Equipment,Idu BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0023,Charge Controller,Power Equipment,Idu BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0024,Inverter Battery,Power Equipment,Idu BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0025,Solar Panels,Power Equipment,Idu BTS,,8,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0026,Inverter,Power Equipment,karasana BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0027,Charge Controller,Power Equipment,karasana BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0028,Inverter Battery,Power Equipment,karasana BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0029,Solar Panels,Power Equipment,karasana BTS,,8,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
OPEN-FA-2024-0030,Inverter,Power Equipment,Kubwa BTS,,1,0.00,0.00,0.00,48,48,0.00,2024-12-31,2025-01-01,Opening migration as at 2024-12-31; historical cost/depreciation data not provided; generated temporary asset number; prefilled with zero financial values pending finance sign-off
